dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
1809-04-01,3.804,4.763999999999999,Montreal,Canada,45.81N,72.69W
1809-05-01,11.2,2.8369999999999997,Montreal,Canada,45.81N,72.69W
1809-06-01,17.219,1.861,Montreal,Canada,45.81N,72.69W
1809-07-01,17.41,1.7409999999999999,Montreal,Canada,45.81N,72.69W
1809-08-01,16.958,1.484,Montreal,Canada,45.81N,72.69W
1809-09-01,11.392000000000001,2.404,Montreal,Canada,45.81N,72.69W
1809-10-01,8.963000000000003,4.125,Montreal,Canada,45.81N,72.69W
1809-11-01,-3.797,3.458,Montreal,Canada,45.81N,72.69W
1809-12-01,-6.563,4.34,Montreal,Canada,45.81N,72.69W
1810-01-01,-12.767000000000001,5.938,Montreal,Canada,45.81N,72.69W
1810-02-01,-9.244,4.56,Montreal,Canada,45.81N,72.69W
1810-03-01,-4.907,2.641,Montreal,Canada,45.81N,72.69W
1810-04-01,4.6770000000000005,3.5639999999999996,Montreal,Canada,45.81N,72.69W
1810-05-01,11.548,2.975,Montreal,Canada,45.81N,72.69W
1810-06-01,17.472,3.549,Montreal,Canada,45.81N,72.69W
1810-07-01,17.925,3.3169999999999997,Montreal,Canada,45.81N,72.69W
1810-08-01,17.497,2.569,Montreal,Canada,45.81N,72.69W
1810-09-01,13.042,1.954,Montreal,Canada,45.81N,72.69W
1810-10-01,5.505,4.075,Montreal,Canada,45.81N,72.69W
1810-11-01,-2.2830000000000004,3.2319999999999998,Montreal,Canada,45.81N,72.69W
1810-12-01,-9.325,3.824,Montreal,Canada,45.81N,72.69W
1811-01-01,-12.138,3.365,Montreal,Canada,45.81N,72.69W
1811-02-01,-12.107999999999999,5.021,Montreal,Canada,45.81N,72.69W
1811-03-01,-2.294,2.852,Montreal,Canada,45.81N,72.69W
1811-04-01,3.301,1.642,Montreal,Canada,45.81N,72.69W
1811-05-01,10.901,3.635,Montreal,Canada,45.81N,72.69W
1811-06-01,17.5,3.52,Montreal,Canada,45.81N,72.69W
1811-07-01,18.71,3.0610000000000004,Montreal,Canada,45.81N,72.69W
1811-08-01,17.451999999999998,4.196000000000001,Montreal,Canada,45.81N,72.69W
1811-09-01,13.193,2.77,Montreal,Canada,45.81N,72.69W
1811-10-01,6.78,4.484,Montreal,Canada,45.81N,72.69W
1811-11-01,-1.193,4.837,Montreal,Canada,45.81N,72.69W
1811-12-01,-8.543,2.843,Montreal,Canada,45.81N,72.69W
1812-01-01,-15.152,3.491,Montreal,Canada,45.81N,72.69W
1812-02-01,-12.991,1.83,Montreal,Canada,45.81N,72.69W
1812-03-01,-7.814,2.82,Montreal,Canada,45.81N,72.69W
1812-04-01,2.2620000000000005,2.255,Montreal,Canada,45.81N,72.69W
1812-05-01,8.743,2.6639999999999997,Montreal,Canada,45.81N,72.69W
1812-06-01,15.686,1.382,Montreal,Canada,45.81N,72.69W
1812-07-01,18.275,1.874,Montreal,Canada,45.81N,72.69W
1812-08-01,17.093999999999998,4.618,Montreal,Canada,45.81N,72.69W
1812-09-01,11.387,1.198,Montreal,Canada,45.81N,72.69W
1812-10-01,5.225,3.661,Montreal,Canada,45.81N,72.69W
1812-11-01,-2.502,3.1910000000000003,Montreal,Canada,45.81N,72.69W
1812-12-01,-9.432,4.5,Montreal,Canada,45.81N,72.69W
1813-01-01,-14.46,4.96,Montreal,Canada,45.81N,72.69W
1813-02-01,-11.5,2.041,Montreal,Canada,45.81N,72.69W
1813-03-01,-7.53,7.632999999999999,Montreal,Canada,45.81N,72.69W
1813-04-01,4.23,1.4169999999999998,Montreal,Canada,45.81N,72.69W
1813-05-01,10.862,5.443,Montreal,Canada,45.81N,72.69W
1813-06-01,16.993000000000002,3.16,Montreal,Canada,45.81N,72.69W
1813-07-01,18.815,1.974,Montreal,Canada,45.81N,72.69W
1813-08-01,18.108,1.663,Montreal,Canada,45.81N,72.69W
1813-09-01,14.883,2.707,Montreal,Canada,45.81N,72.69W
1813-10-01,5.365,2.084,Montreal,Canada,45.81N,72.69W
1813-11-01,-0.4610000000000001,2.76,Montreal,Canada,45.81N,72.69W
1813-12-01,-9.466000000000001,2.753,Montreal,Canada,45.81N,72.69W
1814-01-01,-14.017000000000001,3.4339999999999997,Montreal,Canada,45.81N,72.69W
1814-02-01,-10.277999999999999,2.211,Montreal,Canada,45.81N,72.69W
1814-03-01,-5.9110000000000005,2.818,Montreal,Canada,45.81N,72.69W
1814-04-01,3.801,1.673,Montreal,Canada,45.81N,72.69W
1814-05-01,11.527999999999999,2.1319999999999997,Montreal,Canada,45.81N,72.69W
1814-06-01,16.401,1.9169999999999998,Montreal,Canada,45.81N,72.69W
1814-07-01,17.16,3.451,Montreal,Canada,45.81N,72.69W
1814-08-01,16.721,1.88,Montreal,Canada,45.81N,72.69W
1814-09-01,12.448,1.896,Montreal,Canada,45.81N,72.69W
1814-10-01,4.641,3.335,Montreal,Canada,45.81N,72.69W
1814-11-01,-0.4039999999999999,4.976,Montreal,Canada,45.81N,72.69W
1814-12-01,-8.61,6.438,Montreal,Canada,45.81N,72.69W
1815-01-01,-13.602,2.327,Montreal,Canada,45.81N,72.69W
1815-02-01,-11.98,5.765,Montreal,Canada,45.81N,72.69W
1815-03-01,-4.6400000000000015,4.127,Montreal,Canada,45.81N,72.69W
1815-04-01,3.124000000000001,1.943,Montreal,Canada,45.81N,72.69W
1815-05-01,9.458,2.964,Montreal,Canada,45.81N,72.69W
1815-06-01,15.814,2.793,Montreal,Canada,45.81N,72.69W
1815-07-01,20.65,2.911,Montreal,Canada,45.81N,72.69W
1815-08-01,16.769000000000002,2.102,Montreal,Canada,45.81N,72.69W
1815-09-01,11.694,1.4169999999999998,Montreal,Canada,45.81N,72.69W
1815-10-01,4.279,3.465,Montreal,Canada,45.81N,72.69W
1815-11-01,-2.6260000000000003,2.785,Montreal,Canada,45.81N,72.69W
1815-12-01,-10.286,2.819,Montreal,Canada,45.81N,72.69W
1816-01-01,-13.01,3.846,Montreal,Canada,45.81N,72.69W
1816-02-01,-12.267000000000001,2.639,Montreal,Canada,45.81N,72.69W
1816-03-01,-7.02,2.852,Montreal,Canada,45.81N,72.69W
1816-04-01,2.8920000000000003,4.262,Montreal,Canada,45.81N,72.69W
1816-05-01,10.422,2.266,Montreal,Canada,45.81N,72.69W
1816-06-01,14.922,2.097,Montreal,Canada,45.81N,72.69W
1816-07-01,16.707,2.355,Montreal,Canada,45.81N,72.69W
1816-08-01,16.675,1.262,Montreal,Canada,45.81N,72.69W
1816-09-01,10.783,1.642,Montreal,Canada,45.81N,72.69W
1816-10-01,4.409000000000002,5.331,Montreal,Canada,45.81N,72.69W
1816-11-01,-1.526,5.906000000000001,Montreal,Canada,45.81N,72.69W
1816-12-01,-9.296,2.376,Montreal,Canada,45.81N,72.69W
1817-01-01,-14.482999999999999,4.2989999999999995,Montreal,Canada,45.81N,72.69W
1817-02-01,-14.718,4.354,Montreal,Canada,45.81N,72.69W
1817-03-01,-6.005,3.114,Montreal,Canada,45.81N,72.69W
1817-04-01,3.2990000000000004,1.9480000000000002,Montreal,Canada,45.81N,72.69W
1817-05-01,10.302999999999999,3.281,Montreal,Canada,45.81N,72.69W
1817-06-01,14.822,1.828,Montreal,Canada,45.81N,72.69W
1817-07-01,17.490000000000002,1.7280000000000002,Montreal,Canada,45.81N,72.69W
1817-08-01,17.567,2.12,Montreal,Canada,45.81N,72.69W
1817-09-01,11.969000000000001,2.5140000000000002,Montreal,Canada,45.81N,72.69W
1817-10-01,3.431,3.239,Montreal,Canada,45.81N,72.69W
1817-11-01,-1.048,2.479,Montreal,Canada,45.81N,72.69W
1817-12-01,-9.811,3.01,Montreal,Canada,45.81N,72.69W
1818-01-01,-14.047,3.658,Montreal,Canada,45.81N,72.69W
1818-02-01,-15.411,2.806,Montreal,Canada,45.81N,72.69W
1818-03-01,-4.832,2.299,Montreal,Canada,45.81N,72.69W
1818-04-01,2.7890000000000006,4.837,Montreal,Canada,45.81N,72.69W
1818-05-01,10.943,3.023,Montreal,Canada,45.81N,72.69W
1818-06-01,18.914,4.0489999999999995,Montreal,Canada,45.81N,72.69W
1818-07-01,19.677,3.497,Montreal,Canada,45.81N,72.69W
1818-08-01,16.923,1.49,Montreal,Canada,45.81N,72.69W
1818-09-01,11.15,2.99,Montreal,Canada,45.81N,72.69W
1818-10-01,4.8130000000000015,2.499,Montreal,Canada,45.81N,72.69W
1818-11-01,0.09999999999999998,4.706,Montreal,Canada,45.81N,72.69W
1818-12-01,-11.36,2.5540000000000003,Montreal,Canada,45.81N,72.69W
1819-01-01,-11.302,3.031,Montreal,Canada,45.81N,72.69W
1819-02-01,-9.743,3.5239999999999996,Montreal,Canada,45.81N,72.69W
1819-03-01,-8.786999999999999,5.426,Montreal,Canada,45.81N,72.69W
1819-04-01,2.6170000000000004,1.787,Montreal,Canada,45.81N,72.69W
1819-05-01,10.722999999999999,2.5839999999999996,Montreal,Canada,45.81N,72.69W
1819-06-01,17.588,2.387,Montreal,Canada,45.81N,72.69W
1819-07-01,19.212,1.709,Montreal,Canada,45.81N,72.69W
1819-08-01,17.804000000000002,1.9569999999999999,Montreal,Canada,45.81N,72.69W
1819-09-01,14.456,1.604,Montreal,Canada,45.81N,72.69W
1819-10-01,5.196000000000001,2.08,Montreal,Canada,45.81N,72.69W
1819-11-01,-0.996,2.14,Montreal,Canada,45.81N,72.69W
1819-12-01,-9.821,2.8539999999999996,Montreal,Canada,45.81N,72.69W
1820-01-01,-14.395999999999999,7.107,Montreal,Canada,45.81N,72.69W
1820-02-01,-9.248,3.2769999999999997,Montreal,Canada,45.81N,72.69W
1820-03-01,-5.739,2.783,Montreal,Canada,45.81N,72.69W
1820-04-01,4.761,1.4469999999999998,Montreal,Canada,45.81N,72.69W
1820-05-01,11.115,2.156,Montreal,Canada,45.81N,72.69W
1820-06-01,18.045,1.675,Montreal,Canada,45.81N,72.69W
1820-07-01,21.104,3.633,Montreal,Canada,45.81N,72.69W
1820-08-01,17.4,2.485,Montreal,Canada,45.81N,72.69W
1820-09-01,13.77,2.255,Montreal,Canada,45.81N,72.69W
1820-10-01,4.7940000000000005,1.547,Montreal,Canada,45.81N,72.69W
1820-11-01,-3.375,1.475,Montreal,Canada,45.81N,72.69W
1820-12-01,-11.672,2.516,Montreal,Canada,45.81N,72.69W
1821-01-01,-15.276,3.6910000000000003,Montreal,Canada,45.81N,72.69W
1821-02-01,-9.004999999999997,4.97,Montreal,Canada,45.81N,72.69W
1821-03-01,-5.65,2.295,Montreal,Canada,45.81N,72.69W
1821-04-01,1.7390000000000003,2.199,Montreal,Canada,45.81N,72.69W
1821-05-01,11.505999999999998,2.162,Montreal,Canada,45.81N,72.69W
1821-06-01,18.07,3.5210000000000004,Montreal,Canada,45.81N,72.69W
1821-07-01,18.281,2.355,Montreal,Canada,45.81N,72.69W
1821-08-01,18.473,1.797,Montreal,Canada,45.81N,72.69W
1821-09-01,13.36,1.374,Montreal,Canada,45.81N,72.69W
1821-10-01,5.247999999999999,1.5,Montreal,Canada,45.81N,72.69W
1821-11-01,-1.2619999999999998,2.332,Montreal,Canada,45.81N,72.69W
1821-12-01,-10.394,2.161,Montreal,Canada,45.81N,72.69W
1822-01-01,-14.759,3.8560000000000003,Montreal,Canada,45.81N,72.69W
1822-02-01,-11.057,2.492,Montreal,Canada,45.81N,72.69W
1822-03-01,-2.8080000000000003,1.8769999999999998,Montreal,Canada,45.81N,72.69W
1822-04-01,3.595,2.056,Montreal,Canada,45.81N,72.69W
1822-05-01,12.837,2.021,Montreal,Canada,45.81N,72.69W
1822-06-01,17.553,1.9880000000000002,Montreal,Canada,45.81N,72.69W
1822-07-01,19.987,1.546,Montreal,Canada,45.81N,72.69W
1822-08-01,17.471,2.864,Montreal,Canada,45.81N,72.69W
1822-09-01,13.737,2.145,Montreal,Canada,45.81N,72.69W
1822-10-01,5.629,1.284,Montreal,Canada,45.81N,72.69W
1822-11-01,-0.5129999999999999,1.6580000000000001,Montreal,Canada,45.81N,72.69W
1822-12-01,-10.270999999999999,2.451,Montreal,Canada,45.81N,72.69W
1823-01-01,-12.03,2.405,Montreal,Canada,45.81N,72.69W
1823-02-01,-14.281,2.967,Montreal,Canada,45.81N,72.69W
1823-03-01,-6.002999999999999,1.666,Montreal,Canada,45.81N,72.69W
1823-04-01,4.0280000000000005,2.271,Montreal,Canada,45.81N,72.69W
1823-05-01,10.224,2.032,Montreal,Canada,45.81N,72.69W
1823-06-01,17.233,2.798,Montreal,Canada,45.81N,72.69W
1823-07-01,19.788,1.4869999999999999,Montreal,Canada,45.81N,72.69W
1823-08-01,17.985,1.811,Montreal,Canada,45.81N,72.69W
1823-09-01,11.065,1.7630000000000001,Montreal,Canada,45.81N,72.69W
1823-10-01,4.174,1.8980000000000001,Montreal,Canada,45.81N,72.69W
1823-11-01,-3.866,3.804,Montreal,Canada,45.81N,72.69W
1823-12-01,-8.439,1.3559999999999999,Montreal,Canada,45.81N,72.69W
1824-01-01,-10.453,1.521,Montreal,Canada,45.81N,72.69W
1824-02-01,-11.142999999999999,3.1510000000000002,Montreal,Canada,45.81N,72.69W
1824-03-01,-5.332999999999999,1.744,Montreal,Canada,45.81N,72.69W
1824-04-01,4.0840000000000005,2.301,Montreal,Canada,45.81N,72.69W
1824-05-01,10.600999999999999,1.7790000000000001,Montreal,Canada,45.81N,72.69W
1824-06-01,16.849,3.2119999999999997,Montreal,Canada,45.81N,72.69W
1824-07-01,18.97,3.3489999999999998,Montreal,Canada,45.81N,72.69W
1824-08-01,16.387,2.353,Montreal,Canada,45.81N,72.69W
1824-09-01,13.027000000000001,1.926,Montreal,Canada,45.81N,72.69W
1824-10-01,5.26,1.855,Montreal,Canada,45.81N,72.69W
1824-11-01,-2.2670000000000003,2.256,Montreal,Canada,45.81N,72.69W
1824-12-01,-6.809,3.76,Montreal,Canada,45.81N,72.69W
1825-01-01,-11.607000000000001,3.333,Montreal,Canada,45.81N,72.69W
1825-02-01,-9.603,1.9469999999999998,Montreal,Canada,45.81N,72.69W
1825-03-01,-2.289,2.805,Montreal,Canada,45.81N,72.69W
1825-04-01,5.409000000000002,2.4730000000000003,Montreal,Canada,45.81N,72.69W
1825-05-01,11.856,1.5759999999999998,Montreal,Canada,45.81N,72.69W
1825-06-01,18.957,1.5230000000000001,Montreal,Canada,45.81N,72.69W
1825-07-01,21.676,3.0060000000000002,Montreal,Canada,45.81N,72.69W
1825-08-01,17.979,3.0469999999999997,Montreal,Canada,45.81N,72.69W
1825-09-01,12.175,2.051,Montreal,Canada,45.81N,72.69W
1825-10-01,6.2970000000000015,1.632,Montreal,Canada,45.81N,72.69W
1825-11-01,-2.3840000000000003,1.849,Montreal,Canada,45.81N,72.69W
1825-12-01,-8.216000000000001,1.5519999999999998,Montreal,Canada,45.81N,72.69W
1826-01-01,-11.136,1.742,Montreal,Canada,45.81N,72.69W
1826-02-01,-10.055,2.674,Montreal,Canada,45.81N,72.69W
1826-03-01,-4.021,1.871,Montreal,Canada,45.81N,72.69W
1826-04-01,2.3990000000000005,2.605,Montreal,Canada,45.81N,72.69W
1826-05-01,15.183,2.371,Montreal,Canada,45.81N,72.69W
1826-06-01,17.901,3.0839999999999996,Montreal,Canada,45.81N,72.69W
1826-07-01,19.718,1.8730000000000002,Montreal,Canada,45.81N,72.69W
1826-08-01,18.077,2.022,Montreal,Canada,45.81N,72.69W
1826-09-01,13.803999999999998,2.419,Montreal,Canada,45.81N,72.69W
1826-10-01,6.376,2.245,Montreal,Canada,45.81N,72.69W
1826-11-01,-0.7450000000000001,1.5859999999999999,Montreal,Canada,45.81N,72.69W
1826-12-01,-7.93,2.826,Montreal,Canada,45.81N,72.69W
1827-01-01,-13.377,3.365,Montreal,Canada,45.81N,72.69W
1827-02-01,-10.058,1.3980000000000001,Montreal,Canada,45.81N,72.69W
1827-03-01,-3.975,2.1919999999999997,Montreal,Canada,45.81N,72.69W
1827-04-01,6.0200000000000005,3.373,Montreal,Canada,45.81N,72.69W
1827-05-01,11.864,2.4290000000000003,Montreal,Canada,45.81N,72.69W
1827-06-01,16.677,2.419,Montreal,Canada,45.81N,72.69W
1827-07-01,19.031,1.5830000000000002,Montreal,Canada,45.81N,72.69W
1827-08-01,17.183999999999994,2.026,Montreal,Canada,45.81N,72.69W
1827-09-01,12.875,0.9620000000000001,Montreal,Canada,45.81N,72.69W
1827-10-01,6.5280000000000005,1.486,Montreal,Canada,45.81N,72.69W
1827-11-01,-3.744,1.6569999999999998,Montreal,Canada,45.81N,72.69W
1827-12-01,-7.984,4.408,Montreal,Canada,45.81N,72.69W
1828-01-01,-10.19,3.1910000000000003,Montreal,Canada,45.81N,72.69W
1828-02-01,-6.9510000000000005,2.394,Montreal,Canada,45.81N,72.69W
1828-03-01,-2.42,2.4530000000000003,Montreal,Canada,45.81N,72.69W
1828-04-01,2.8830000000000005,2.125,Montreal,Canada,45.81N,72.69W
1828-05-01,12.023,3.148,Montreal,Canada,45.81N,72.69W
1828-06-01,19.093,3.353,Montreal,Canada,45.81N,72.69W
1828-07-01,19.047,2.145,Montreal,Canada,45.81N,72.69W
1828-08-01,18.885,2.541,Montreal,Canada,45.81N,72.69W
1828-09-01,12.614,1.87,Montreal,Canada,45.81N,72.69W
1828-10-01,5.1,2.069,Montreal,Canada,45.81N,72.69W
1828-11-01,-0.4610000000000001,2.068,Montreal,Canada,45.81N,72.69W
1828-12-01,-5.872999999999999,2.9530000000000003,Montreal,Canada,45.81N,72.69W
1829-01-01,-12.329,1.8730000000000002,Montreal,Canada,45.81N,72.69W
1829-02-01,-14.392000000000001,3.298,Montreal,Canada,45.81N,72.69W
1829-03-01,-6.08,2.398,Montreal,Canada,45.81N,72.69W
1829-04-01,3.695,1.922,Montreal,Canada,45.81N,72.69W
1829-05-01,13.870999999999999,4.274,Montreal,Canada,45.81N,72.69W
1829-06-01,17.262,3.367,Montreal,Canada,45.81N,72.69W
1829-07-01,18.250999999999998,1.795,Montreal,Canada,45.81N,72.69W
1829-08-01,17.407999999999998,2.042,Montreal,Canada,45.81N,72.69W
1829-09-01,10.297,2.458,Montreal,Canada,45.81N,72.69W
1829-10-01,5.735,2.033,Montreal,Canada,45.81N,72.69W
1829-11-01,-1.94,3.4619999999999997,Montreal,Canada,45.81N,72.69W
1829-12-01,-5.477,5.03,Montreal,Canada,45.81N,72.69W
1830-01-01,-12.953,2.9360000000000004,Montreal,Canada,45.81N,72.69W
1830-02-01,-10.945,1.1640000000000001,Montreal,Canada,45.81N,72.69W
1830-03-01,-3.5869999999999997,1.426,Montreal,Canada,45.81N,72.69W
1830-04-01,6.6320000000000014,1.8119999999999998,Montreal,Canada,45.81N,72.69W
1830-05-01,10.626,1.5930000000000002,Montreal,Canada,45.81N,72.69W
1830-06-01,15.717,3.333,Montreal,Canada,45.81N,72.69W
1830-07-01,20.032,2.195,Montreal,Canada,45.81N,72.69W
1830-08-01,17.131,2.591,Montreal,Canada,45.81N,72.69W
1830-09-01,11.193,2.945,Montreal,Canada,45.81N,72.69W
1830-10-01,6.314,3.718,Montreal,Canada,45.81N,72.69W
1830-11-01,2.355,2.073,Montreal,Canada,45.81N,72.69W
1830-12-01,-6.457000000000001,2.4090000000000003,Montreal,Canada,45.81N,72.69W
1831-01-01,-13.614,2.895,Montreal,Canada,45.81N,72.69W
1831-02-01,-12.272,5.319,Montreal,Canada,45.81N,72.69W
1831-03-01,-1.891,4.06,Montreal,Canada,45.81N,72.69W
1831-04-01,4.659000000000002,1.794,Montreal,Canada,45.81N,72.69W
1831-05-01,12.125,3.292,Montreal,Canada,45.81N,72.69W
1831-06-01,18.636,2.412,Montreal,Canada,45.81N,72.69W
1831-07-01,18.902,1.65,Montreal,Canada,45.81N,72.69W
1831-08-01,18.427,2.099,Montreal,Canada,45.81N,72.69W
1831-09-01,12.655,2.005,Montreal,Canada,45.81N,72.69W
1831-10-01,6.795,1.912,Montreal,Canada,45.81N,72.69W
1831-11-01,-1.389,5.475,Montreal,Canada,45.81N,72.69W
1831-12-01,-13.831,4.16,Montreal,Canada,45.81N,72.69W
1832-01-01,-11.557,2.086,Montreal,Canada,45.81N,72.69W
1832-02-01,-12.158,2.88,Montreal,Canada,45.81N,72.69W
1832-03-01,-3.673,2.2840000000000003,Montreal,Canada,45.81N,72.69W
1832-04-01,2.2190000000000003,3.6069999999999998,Montreal,Canada,45.81N,72.69W
1832-05-01,9.662,2.812,Montreal,Canada,45.81N,72.69W
1832-06-01,16.498,2.416,Montreal,Canada,45.81N,72.69W
1832-07-01,18.189,2.9589999999999996,Montreal,Canada,45.81N,72.69W
1832-08-01,17.358,2.495,Montreal,Canada,45.81N,72.69W
1832-09-01,12.464,3.095,Montreal,Canada,45.81N,72.69W
1832-10-01,6.622000000000001,2.302,Montreal,Canada,45.81N,72.69W
1832-11-01,-0.4830000000000001,1.188,Montreal,Canada,45.81N,72.69W
1832-12-01,-8.027999999999999,4.789,Montreal,Canada,45.81N,72.69W
1833-01-01,-9.007,3.207,Montreal,Canada,45.81N,72.69W
1833-02-01,-12.008,2.1719999999999997,Montreal,Canada,45.81N,72.69W
1833-03-01,-5.5150000000000015,3.045,Montreal,Canada,45.81N,72.69W
1833-04-01,5.642,1.874,Montreal,Canada,45.81N,72.69W
1833-05-01,12.954,2.29,Montreal,Canada,45.81N,72.69W
1833-06-01,14.323,2.226,Montreal,Canada,45.81N,72.69W
1833-07-01,18.2,1.906,Montreal,Canada,45.81N,72.69W
1833-08-01,15.785,1.8980000000000001,Montreal,Canada,45.81N,72.69W
1833-09-01,11.9,1.252,Montreal,Canada,45.81N,72.69W
1833-10-01,4.928,1.433,Montreal,Canada,45.81N,72.69W
1833-11-01,-1.8719999999999999,1.726,Montreal,Canada,45.81N,72.69W
1833-12-01,-7.835,2.634,Montreal,Canada,45.81N,72.69W
1834-01-01,-13.54,2.217,Montreal,Canada,45.81N,72.69W
1834-02-01,-7.901999999999999,2.563,Montreal,Canada,45.81N,72.69W
1834-03-01,-4.09,2.699,Montreal,Canada,45.81N,72.69W
1834-04-01,4.5489999999999995,2.8089999999999997,Montreal,Canada,45.81N,72.69W
1834-05-01,10.505,1.544,Montreal,Canada,45.81N,72.69W
1834-06-01,15.427,3.029,Montreal,Canada,45.81N,72.69W
1834-07-01,20.247,1.689,Montreal,Canada,45.81N,72.69W
1834-08-01,17.201999999999998,1.5319999999999998,Montreal,Canada,45.81N,72.69W
1834-09-01,13.149000000000001,3.221,Montreal,Canada,45.81N,72.69W
1834-10-01,4.84,1.784,Montreal,Canada,45.81N,72.69W
1834-11-01,-1.9169999999999998,2.2030000000000003,Montreal,Canada,45.81N,72.69W
1834-12-01,-9.72,1.571,Montreal,Canada,45.81N,72.69W
1835-01-01,-11.07,1.923,Montreal,Canada,45.81N,72.69W
1835-02-01,-12.610999999999999,1.9769999999999999,Montreal,Canada,45.81N,72.69W
1835-03-01,-5.643000000000002,1.9909999999999999,Montreal,Canada,45.81N,72.69W
1835-04-01,1.9530000000000003,2.314,Montreal,Canada,45.81N,72.69W
1835-05-01,9.607999999999999,1.781,Montreal,Canada,45.81N,72.69W
1835-06-01,15.593,1.9080000000000001,Montreal,Canada,45.81N,72.69W
1835-07-01,18.359,1.933,Montreal,Canada,45.81N,72.69W
1835-08-01,16.049999999999994,0.98,Montreal,Canada,45.81N,72.69W
1835-09-01,10.569,1.5830000000000002,Montreal,Canada,45.81N,72.69W
1835-10-01,7.65,1.874,Montreal,Canada,45.81N,72.69W
1835-11-01,-2.21,1.61,Montreal,Canada,45.81N,72.69W
1835-12-01,-13.009,1.65,Montreal,Canada,45.81N,72.69W
1836-01-01,-11.527000000000001,1.0659999999999998,Montreal,Canada,45.81N,72.69W
1836-02-01,-14.81,2.311,Montreal,Canada,45.81N,72.69W
1836-03-01,-6.944,1.446,Montreal,Canada,45.81N,72.69W
1836-04-01,1.7410000000000003,1.5330000000000001,Montreal,Canada,45.81N,72.69W
1836-05-01,10.923,2.22,Montreal,Canada,45.81N,72.69W
1836-06-01,15.712000000000002,1.969,Montreal,Canada,45.81N,72.69W
1836-07-01,18.94,1.8019999999999998,Montreal,Canada,45.81N,72.69W
1836-08-01,14.880999999999998,1.396,Montreal,Canada,45.81N,72.69W
1836-09-01,12.21,2.775,Montreal,Canada,45.81N,72.69W
1836-10-01,2.3020000000000005,5.257999999999999,Montreal,Canada,45.81N,72.69W
1836-11-01,-2.289,1.681,Montreal,Canada,45.81N,72.69W
1836-12-01,-9.386000000000001,2.218,Montreal,Canada,45.81N,72.69W
1837-01-01,-14.078,2.396,Montreal,Canada,45.81N,72.69W
1837-02-01,-11.300999999999998,1.609,Montreal,Canada,45.81N,72.69W
1837-03-01,-5.994,1.9909999999999999,Montreal,Canada,45.81N,72.69W
1837-04-01,2.039,1.693,Montreal,Canada,45.81N,72.69W
1837-05-01,9.366,1.829,Montreal,Canada,45.81N,72.69W
1837-06-01,15.897,1.994,Montreal,Canada,45.81N,72.69W
1837-07-01,16.774,1.568,Montreal,Canada,45.81N,72.69W
1837-08-01,15.857000000000001,1.153,Montreal,Canada,45.81N,72.69W
1837-09-01,12.175,1.1059999999999999,Montreal,Canada,45.81N,72.69W
1837-10-01,3.963,2.568,Montreal,Canada,45.81N,72.69W
1837-11-01,-1.6269999999999998,2.6430000000000002,Montreal,Canada,45.81N,72.69W
1837-12-01,-9.118,3.8930000000000002,Montreal,Canada,45.81N,72.69W
1838-01-01,-8.509,2.872,Montreal,Canada,45.81N,72.69W
1838-02-01,-14.585,1.1320000000000001,Montreal,Canada,45.81N,72.69W
1838-03-01,-2.59,1.689,Montreal,Canada,45.81N,72.69W
1838-04-01,0.3000000000000007,1.4269999999999998,Montreal,Canada,45.81N,72.69W
1838-05-01,9.828,0.887,Montreal,Canada,45.81N,72.69W
1838-06-01,17.847,1.925,Montreal,Canada,45.81N,72.69W
1838-07-01,19.608,3.716,Montreal,Canada,45.81N,72.69W
1838-08-01,16.878999999999998,3.465,Montreal,Canada,45.81N,72.69W
1838-09-01,12.687000000000001,1.641,Montreal,Canada,45.81N,72.69W
1838-10-01,4.287,3.9589999999999996,Montreal,Canada,45.81N,72.69W
1838-11-01,-3.754,2.82,Montreal,Canada,45.81N,72.69W
1838-12-01,-11.598,2.784,Montreal,Canada,45.81N,72.69W
1839-01-01,-12.171,1.6019999999999999,Montreal,Canada,45.81N,72.69W
1839-02-01,-9.093,1.4569999999999999,Montreal,Canada,45.81N,72.69W
1839-03-01,-4.394,1.063,Montreal,Canada,45.81N,72.69W
1839-04-01,5.165,1.672,Montreal,Canada,45.81N,72.69W
1839-05-01,10.369000000000002,2.017,Montreal,Canada,45.81N,72.69W
1839-06-01,14.173000000000002,1.851,Montreal,Canada,45.81N,72.69W
1839-07-01,19.124,3.1239999999999997,Montreal,Canada,45.81N,72.69W
1839-08-01,17.335,2.178,Montreal,Canada,45.81N,72.69W
1839-09-01,12.413,1.38,Montreal,Canada,45.81N,72.69W
1839-10-01,6.4110000000000005,1.979,Montreal,Canada,45.81N,72.69W
1839-11-01,-2.044,1.617,Montreal,Canada,45.81N,72.69W
1839-12-01,-6.977,0.83,Montreal,Canada,45.81N,72.69W
1840-01-01,-15.052999999999999,1.818,Montreal,Canada,45.81N,72.69W
1840-02-01,-7.3389999999999995,2.477,Montreal,Canada,45.81N,72.69W
1840-03-01,-4.093999999999999,1.099,Montreal,Canada,45.81N,72.69W
1840-04-01,4.973000000000001,2.387,Montreal,Canada,45.81N,72.69W
1840-05-01,12.405,1.391,Montreal,Canada,45.81N,72.69W
1840-06-01,16.439,1.495,Montreal,Canada,45.81N,72.69W
1840-07-01,19.819000000000006,1.07,Montreal,Canada,45.81N,72.69W
1840-08-01,18.434,1.005,Montreal,Canada,45.81N,72.69W
